Transaction;Item;date_time;period_day;weekday_weekend
7803;Hair Powder Ocean Dust Team NXL;08/03/2023 15:08;afternoon;weekday
7803;Hair Powder Ocean Dust Team NXL;08/03/2023 15:08;afternoon;weekday
7804;Parfume Sonar X Smith Date U;08/03/2023 15:41;afternoon;weekday
7805;Shampoo & Face Cleanser & Body Cleanser;08/03/2023 16:04;afternoon;weekday
7805;Pomade Oil Based Bold ;08/03/2023 16:04;afternoon;weekday
7805;Pomade Water Based Dapper Stater;08/03/2023 16:04;afternoon;weekday
7805;Pomade Water Based Dashing Slick;08/03/2023 16:04;afternoon;weekday
7806;Hair Clay & Hairwax Bundling ;08/03/2023 16:59;afternoon;weekday
7806;Ocean Dust & Clayton;08/03/2023 16:59;afternoon;weekday
7807;Pomade Oil Based Fine Shinee;08/03/2023 17:05;evening;weekday
7807;BubbleWrap Tambahan;08/03/2023 17:05;evening;weekday
7807;Pomade Water Based Dashing Slick;08/03/2023 17:05;evening;weekday
7807;Pomade Water Based Dapper Stater;08/03/2023 17:05;evening;weekday
7808;Pomade Oil Based Fine Shinee;09/03/2023 08:34;morning;weekday
7808;Ocean Dust & Dapper Stattermie Dodgers;09/03/2023 08:34;morning;weekday
7809;Pomade Oil Based Fine Shinee;09/03/2023 08:35;morning;weekday
7809;Parfume Sonar X Smith Date U;09/03/2023 08:35;morning;weekday
7810;Hair Clay & Hairwax Bundling ;09/03/2023 08:38;morning;weekday
7811;Ocean Dust & Clayton;09/03/2023 09:06;morning;weekday
7811;Pomade Oil Based Fine Shinee;09/03/2023 09:06;morning;weekday
7812;Pomade Oil Based Fine Shinee;09/03/2023 09:41;morning;weekday
7813;Pomade Oil Based Fine Shinee;09/03/2023 10:03;morning;weekday
7813;Parfume Sonar X Smith Date U;09/03/2023 10:03;morning;weekday
7813;Hair Clay & Hairwax Bundling ;09/03/2023 10:03;morning;weekday
7814;Parfume Sonar X Smith Date U;09/03/2023 10:03;morning;weekday
7815;Pomade Oil Based Fine Shinee;09/03/2023 10:06;morning;weekday
7815;Parfume Sonar X Smith Date U;09/03/2023 10:06;morning;weekday
7816;Pomade Oil Based Fine Shinee;09/03/2023 10:11;morning;weekday
7816;Shampoo & Face Cleanser & Body Cleanser;09/03/2023 10:11;morning;weekday
7816;Pomade Water Based Dashing Slick;09/03/2023 10:11;morning;weekday
7816;Hair Clay & Hairwax Bundling ;09/03/2023 10:11;morning;weekday
7817;Hair Clay & Hairwax Bundling ;09/03/2023 10:13;morning;weekday
7817;Dandruff Buster Shampoo ;09/03/2023 10:13;morning;weekday
7818;Pomade Oil Based Fine Shinee;09/03/2023 10:22;morning;weekday
7818;Parfume Sonar X Smith Date U;09/03/2023 10:22;morning;weekday
7819;BubbleWrap Tambahan;09/03/2023 10:58;morning;weekday
7819;Pomade Water Based Dashing Slick;09/03/2023 10:58;morning;weekday
7820;Pomade Oil Based Fine Shinee;09/03/2023 11:12;morning;weekday
7821;Pomade Oil Based Fine Shinee;09/03/2023 11:14;morning;weekday
7822;Pomade Water Based Dashing Slick;09/03/2023 11:17;morning;weekday
7822;Pomade Oil Based Bold ;09/03/2023 11:17;morning;weekday
7823;Hair Clay & Hairwax Bundling ;09/03/2023 11:37;morning;weekday
7824;Pomade Oil Based Fine Shinee;09/03/2023 11:52;morning;weekday
7824;BubbleWrap Tambahan;09/03/2023 11:52;morning;weekday
7825;Shampoo & Face Cleanser & Body Cleanser;09/03/2023 12:35;afternoon;weekday
7825;Hair Powder Ocean Dust Team NXL;09/03/2023 12:35;afternoon;weekday
7826;Hair Powder Ocean Dust Team NXL;09/03/2023 12:36;afternoon;weekday
7826;Shampoo & Face Cleanser & Body Cleanser;09/03/2023 12:36;afternoon;weekday
7827;Pomade Oil Based Fine Shinee;09/03/2023 12:37;afternoon;weekday
7827;Oil Based Pomade Choco Loco;09/03/2023 12:37;afternoon;weekday
7828;Hair Powder Ocean Dust Team NXL;09/03/2023 12:56;afternoon;weekday
7828;Ocean Dust & Hair Clay;09/03/2023 12:56;afternoon;weekday
7829;Hair Powder Ocean Dust Team NXL;09/03/2023 12:58;afternoon;weekday
7829;Pomade Oil Based Fine Shinee;09/03/2023 12:58;afternoon;weekday
7829;Pomade Oil Based Bold ;09/03/2023 12:58;afternoon;weekday
7830;Shampoo & Face Cleanser & Body Cleanser;09/03/2023 13:00;afternoon;weekday
7830;Hair Clay & Hairwax Bundling ;09/03/2023 13:00;afternoon;weekday
7830;Hair Powder Ocean Dust Team NXL;09/03/2023 13:00;afternoon;weekday
7830;Hair Powder Ocean Dust Team NXL;09/03/2023 13:00;afternoon;weekday
7831;Hair Clay & Hairwax Bundling ;09/03/2023 13:13;afternoon;weekday
7831;Ocean Dust & Clayton;09/03/2023 13:13;afternoon;weekday
7831;Pomade Water Based Dapper Stater;09/03/2023 13:13;afternoon;weekday
7832;Hair Clay & Hairwax Bundling ;09/03/2023 13:15;afternoon;weekday
7832;Ocean Dust Bundling & Ocean Dust & Refresh Wipes;09/03/2023 13:15;afternoon;weekday
7833;Oil Based Pomade Choco Loco;09/03/2023 13:16;afternoon;weekday
7833;Pomade Oil Based Fine Shinee;09/03/2023 13:16;afternoon;weekday
7834;Deep Face Cleanser Facial Wash;09/03/2023 13:17;afternoon;weekday
7835;Pomade Oil Based Fine Shinee;09/03/2023 13:30;afternoon;weekday
7835;Hair Powder Ocean Dust Team NXL;09/03/2023 13:30;afternoon;weekday
7836;Ocean Dust & Hair Clay;09/03/2023 13:31;afternoon;weekday
7836;Deep Face Cleanser Facial Wash;09/03/2023 13:31;afternoon;weekday
7837;Pomade Water Based Dapper Stater;09/03/2023 13:32;afternoon;weekday
7838;Pomade Oil Based Fine Shinee;09/03/2023 13:39;afternoon;weekday
7839;Deep Face Cleanser Facial Wash;09/03/2023 14:13;afternoon;weekday
7839;Hair Powder Ocean Dust Team NXL;09/03/2023 14:13;afternoon;weekday
7839;Pomade Oil Based Fine Shinee;09/03/2023 14:13;afternoon;weekday
7839;Ocean Dust & Pomade Dapper Stater;09/03/2023 14:13;afternoon;weekday
7840;Pomade Oil Based Fine Shinee;09/03/2023 14:16;afternoon;weekday
7840;Pomade Oil Based Fine Shinee;09/03/2023 14:16;afternoon;weekday
7840;Dandruff Buster Shampoo ;09/03/2023 14:16;afternoon;weekday
7840;Pomade Oil Based Fine Shinee;09/03/2023 14:16;afternoon;weekday
7840;Ocean Dust & Clayton;09/03/2023 14:16;afternoon;weekday
7840;Pomade Water Based Dashing Slick;09/03/2023 14:16;afternoon;weekday
7841;Pomade Oil Based Fine Shinee;09/03/2023 14:23;afternoon;weekday
7842;Ocean Dust & Clayton;09/03/2023 14:33;afternoon;weekday
7843;Hair Clay & Hairwax Bundling ;09/03/2023 14:35;afternoon;weekday
7843;Pomade Oil Based Fine Shinee;09/03/2023 14:35;afternoon;weekday
7843;Ocean Dust & Clayton;09/03/2023 14:35;afternoon;weekday
7843;Oil Based Pomade Choco Loco;09/03/2023 14:35;afternoon;weekday
7844;Pomade Oil Based Fine Shinee;09/03/2023 14:38;afternoon;weekday
7845;Shampoo & Face Cleanser & Body Cleanser;09/03/2023 14:58;afternoon;weekday
7845;Pomade Water Based Dashing Slick;09/03/2023 14:58;afternoon;weekday
7846;Pomade Water Based Dapper Stater;09/03/2023 15:08;afternoon;weekday
7846;BubbleWrap Tambahan;09/03/2023 15:08;afternoon;weekday
7846;Pomade Water Based Dashing Slick;09/03/2023 15:08;afternoon;weekday
7846;Pomade Oil Based Fine Shinee;09/03/2023 15:08;afternoon;weekday
7847;Pomade Water Based Dapper Stater;09/03/2023 15:09;afternoon;weekday
7847;BubbleWrap Tambahan;09/03/2023 15:09;afternoon;weekday
7847;Pomade Water Based Dashing Slick;09/03/2023 15:09;afternoon;weekday
7848;Hair Clay & Hairwax Bundling ;09/03/2023 15:22;afternoon;weekday
7848;Shampoo & Face Cleanser & Body Cleanser;09/03/2023 15:22;afternoon;weekday
7848;Pomade Water Based Dapper Stater;09/03/2023 15:22;afternoon;weekday
7849;Hairwax Black Jack;09/03/2023 15:23;afternoon;weekday
7849;Shampoo & Face Cleanser & Body Cleanser;09/03/2023 15:23;afternoon;weekday
7850;Shampoo & Face Cleanser & Body Cleanser;09/03/2023 15:42;afternoon;weekday
7850;Pomade Water Based Dashing Slick;09/03/2023 15:42;afternoon;weekday
7851;Hairwax Black Jack;09/03/2023 16:16;afternoon;weekday
7852;Hair Clay & Hairwax Bundling ;09/03/2023 16:40;afternoon;weekday
7852;Pomade Water Based Dashing Slick;09/03/2023 16:40;afternoon;weekday
7852;Pomade Oil Based Fine Shinee;09/03/2023 16:40;afternoon;weekday
7852;Hair Clay & Hairwax Bundling ;09/03/2023 16:40;afternoon;weekday
7853;Pomade Oil Based Fine Shinee;09/03/2023 17:19;evening;weekday
7853;Pomade Oil Based Fine Shinee;09/03/2023 17:19;evening;weekday
7853;Shampoo & Face Cleanser & Body Cleanser;09/03/2023 17:19;evening;weekday
7853;Pomade Water Based Dashing Slick;09/03/2023 17:19;evening;weekday
7853;Pomade Water Based Dapper Stater;09/03/2023 17:19;evening;weekday
7853;Ocean Dust & Hair Clay;09/03/2023 17:19;evening;weekday
7854;Pomade Oil Based Fine Shinee;10/03/2023 08:05;morning;weekday
7855;Pomade Oil Based Fine Shinee;10/03/2023 08:14;morning;weekday
7856;Pomade Oil Based Fine Shinee;10/03/2023 08:26;morning;weekday
7857;Hair Clay & Hairwax Bundling ;10/03/2023 08:37;morning;weekday
7858;Pomade Oil Based Fine Shinee;10/03/2023 08:42;morning;weekday
7858;Hair Clay & Hairwax Bundling ;10/03/2023 08:42;morning;weekday
7858;Ocean Dust & Clayton;10/03/2023 08:42;morning;weekday
7859;Pomade Oil Based Fine Shinee;10/03/2023 08:45;morning;weekday
7859;Hair Clay & Hairwax Bundling ;10/03/2023 08:45;morning;weekday
7859;BubbleWrap Tambahan;10/03/2023 08:45;morning;weekday
7860;Hair Clay & Hairwax Bundling ;10/03/2023 08:47;morning;weekday
7860;Parfume Sonar X Smith Date U;10/03/2023 08:47;morning;weekday
7861;Hair Clay & Hairwax Bundling ;10/03/2023 08:48;morning;weekday
7862;Parfume Sonar X Smith Date U;10/03/2023 08:51;morning;weekday
7863;Pomade Oil Based Fine Shinee;10/03/2023 08:57;morning;weekday
7863;Ocean Dust & Clayton;10/03/2023 08:57;morning;weekday
7864;Dandruff Buster Shampoo ;10/03/2023 09:01;morning;weekday
7864;Shampoo & Face Cleanser & Body Cleanser;10/03/2023 09:01;morning;weekday
7864;Pomade Water Based Dashing Slick;10/03/2023 09:01;morning;weekday
7865;Pomade Oil Based Fine Shinee;10/03/2023 09:04;morning;weekday
7865;Hair Clay & Hairwax Bundling ;10/03/2023 09:04;morning;weekday
7866;Hair Clay & Hairwax Bundling ;10/03/2023 09:05;morning;weekday
7866;Hair Clay & Hairwax Bundling ;10/03/2023 09:05;morning;weekday
7866;Ocean Dust & Clayton;10/03/2023 09:05;morning;weekday
7867;Pomade Oil Based Fine Shinee;10/03/2023 09:08;morning;weekday
7868;Ocean Dust & Clayton;10/03/2023 09:20;morning;weekday
7868;Ocean Dust & Clayton;10/03/2023 09:20;morning;weekday
7869;Hair Clay & Hairwax Bundling ;10/03/2023 09:23;morning;weekday
7869;Pomade Oil Based Fine Shinee;10/03/2023 09:23;morning;weekday
7869;Pomade Oil Based Fine Shinee;10/03/2023 09:23;morning;weekday
7869;Hair Clay & Hairwax Bundling ;10/03/2023 09:23;morning;weekday
7869;Parfume Sonar X Smith Date U;10/03/2023 09:23;morning;weekday
7870;Pomade Oil Based Fine Shinee;10/03/2023 09:37;morning;weekday
7871;Hair Clay & Hairwax Bundling ;10/03/2023 09:51;morning;weekday
7872;Pomade Oil Based Fine Shinee;10/03/2023 09:59;morning;weekday
7873;Hair Clay & Hairwax Bundling ;10/03/2023 10:02;morning;weekday
7873;Ocean Dust & Hair Clay;10/03/2023 10:02;morning;weekday
7874;Ocean Dust & Pomade Dapper Stater;10/03/2023 10:03;morning;weekday
7874;Hair Clay & Hairwax Bundling ;10/03/2023 10:03;morning;weekday
7875;Shampoo & Face Cleanser & Body Cleanser;10/03/2023 10:08;morning;weekday
7876;Pomade Oil Based Fine Shinee;10/03/2023 10:19;morning;weekday
7876;Pomade Water Based Dashing Slick;10/03/2023 10:19;morning;weekday
7876;Ocean Dust & Dapper Statter;10/03/2023 10:19;morning;weekday
7876;Pomade Water Based Dapper Stater;10/03/2023 10:19;morning;weekday
7877;Pomade Oil Based Fine Shinee;10/03/2023 10:23;morning;weekday
7877;Pomade Oil Based Fine Shinee;10/03/2023 10:23;morning;weekday
7877;Pomade Oil Based Bold ;10/03/2023 10:23;morning;weekday
7877;Ocean Dust & Clayton;10/03/2023 10:23;morning;weekday
7877;Ocean Dust & Hair Clay;10/03/2023 10:23;morning;weekday
7878;Pomade Oil Based Fine Shinee;10/03/2023 10:39;morning;weekday
7878;BubbleWrap Tambahan;10/03/2023 10:39;morning;weekday
7878;Hair Clay & Hairwax Bundling ;10/03/2023 10:39;morning;weekday
7879;Pomade Water Based Dashing Slick;10/03/2023 10:45;morning;weekday
7879;Ocean Dust & Hair Clay;10/03/2023 10:45;morning;weekday
7879;Ocean Dust & Hair Clay;10/03/2023 10:45;morning;weekday
7879;Pomade Oil Based Fine Shinee;10/03/2023 10:45;morning;weekday
7879;Pomade Oil Based Fine Shinee;10/03/2023 10:45;morning;weekday
7879;Pomade Oil Based Bold ;10/03/2023 10:45;morning;weekday
7880;Oil Based Pomade Choco Loco Feast;10/03/2023 10:47;morning;weekday
7880;Ocean Dust & Clayton;10/03/2023 10:47;morning;weekday
7880;Pomade Oil Based Fine Shinee;10/03/2023 10:47;morning;weekday
7880;Pomade Oil Based Fine Shinee;10/03/2023 10:47;morning;weekday
7881;Pomade Oil Based Fine Shinee;10/03/2023 10:52;morning;weekday
7881;Ocean Dust & Clayton;10/03/2023 10:52;morning;weekday
7882;Pomade Oil Based Fine Shinee;10/03/2023 10:56;morning;weekday
7882;Hair Clay & Hairwax Bundling ;10/03/2023 10:56;morning;weekday
7883;Hair Clay & Hairwax Bundling ;10/03/2023 11:00;morning;weekday
7883;Pomade Oil Based Fine Shinee;10/03/2023 11:00;morning;weekday
7884;Hair Clay & Hairwax Bundling ;10/03/2023 11:02;morning;weekday
7885;Pomade Oil Based Fine Shinee;10/03/2023 11:07;morning;weekday
7885;Pomade Oil Based Fine Shinee;10/03/2023 11:07;morning;weekday
7885;Ocean Dust & Pomade Dapper Stater;10/03/2023 11:07;morning;weekday
7886;Pomade Oil Based Fine Shinee;10/03/2023 11:18;morning;weekday
7887;Pomade Oil Based Fine Shinee;10/03/2023 11:19;morning;weekday
7887;Shampoo & Face Cleanser & Body Cleanser;10/03/2023 11:19;morning;weekday
7887;BubbleWrap Tambahan;10/03/2023 11:19;morning;weekday
7888;Hair Clay & Hairwax Bundling ;10/03/2023 11:31;morning;weekday
7888;Hair Clay & Hairwax Bundling ;10/03/2023 11:31;morning;weekday
7889;Oil Based Pomade Choco Loco;10/03/2023 11:56;morning;weekday
7890;Pomade Oil Based Fine Shinee;10/03/2023 12:23;afternoon;weekday
7891;Shampoo & Face Cleanser & Body Cleanser;10/03/2023 12:37;afternoon;weekday
7891;Hair Powder Ocean Dust Team NXL;10/03/2023 12:37;afternoon;weekday
7891;Hair Powder Ocean Dust Team NXL;10/03/2023 12:37;afternoon;weekday
7892;Pomade Oil Based Fine Shinee;10/03/2023 12:38;afternoon;weekday
7892;BubbleWrap Tambahan;10/03/2023 12:38;afternoon;weekday
7893;Hair Clay & Hairwax Bundling ;10/03/2023 12:41;afternoon;weekday
7893;Pomade Water Based Dapper Stater;10/03/2023 12:41;afternoon;weekday
7894;Deep Face Cleanser Facial Wash;10/03/2023 12:43;afternoon;weekday
7894;Hair Powder Ocean Dust Team NXL;10/03/2023 12:43;afternoon;weekday
7894;Hair Clay & Hairwax Bundling ;10/03/2023 12:43;afternoon;weekday
7895;Hair Powder Ocean Dust Team NXL;10/03/2023 12:55;afternoon;weekday
7895;Hairwax Black Jack;10/03/2023 12:55;afternoon;weekday
7896;Parfume Sonar X Smith Date U;10/03/2023 13:04;afternoon;weekday
7896;Pomade Oil Based Fine Shinee;10/03/2023 13:04;afternoon;weekday
7896;Hair Clay & Hairwax Bundling ;10/03/2023 13:04;afternoon;weekday
7897;Pomade Water Based Dashing Slick;10/03/2023 13:08;afternoon;weekday
7897;Hair Powder Ocean Dust Team NXL;10/03/2023 13:08;afternoon;weekday
7897;Hair Powder Ocean Dust Team NXL;10/03/2023 13:08;afternoon;weekday
7897;Pomade Oil Based Fine Shinee;10/03/2023 13:08;afternoon;weekday
7898;Pomade Water Based Dapper Stater;10/03/2023 13:27;afternoon;weekday
7898;Deep Face Cleanser Facial Wash;10/03/2023 13:27;afternoon;weekday
7899;Oil Based Pomade Choco Loco mincepie;10/03/2023 13:30;afternoon;weekday
7899;Ocean Dust & Hair Clay;10/03/2023 13:30;afternoon;weekday
7899;BubbleWrap Tambahan;10/03/2023 13:30;afternoon;weekday
7899;Hair Clay & Hairwax Bundling ;10/03/2023 13:30;afternoon;weekday
7900;Ocean Dust & Hair Clay;10/03/2023 13:32;afternoon;weekday
7901;Deep Face Cleanser Facial Wash;10/03/2023 13:44;afternoon;weekday
7902;Pomade Oil Based Fine Shinee;10/03/2023 13:47;afternoon;weekday
7902;BubbleWrap Tambahan;10/03/2023 13:47;afternoon;weekday
7903;Pomade Oil Based Fine Shinee;10/03/2023 13:50;afternoon;weekday
7903;Pomade Water Based Dapper Stater;10/03/2023 13:50;afternoon;weekday
7904;Hair Clay & Hairwax Bundling ;10/03/2023 13:56;afternoon;weekday
7904;Pomade Oil Based Fine Shinee;10/03/2023 13:56;afternoon;weekday
7904;Hair Powder Ocean Dust Team NXL;10/03/2023 13:56;afternoon;weekday
7905;Hair Powder Ocean Dust Team NXL;10/03/2023 13:58;afternoon;weekday
7905;BubbleWrap Tambahan;10/03/2023 13:58;afternoon;weekday
7905;Hairwax Black Jack;10/03/2023 13:58;afternoon;weekday
7906;Pomade Oil Based Fine Shinee;10/03/2023 14:03;afternoon;weekday
7906;Shampoo & Face Cleanser & Body Cleanser;10/03/2023 14:03;afternoon;weekday
7906;Hair Clay & Hairwax Bundling ;10/03/2023 14:03;afternoon;weekday
7906;BubbleWrap Tambahan;10/03/2023 14:03;afternoon;weekday
7906;Oil Based Pomade Choco Loco;10/03/2023 14:03;afternoon;weekday
7907;Shampoo & Face Cleanser & Body Cleanser;10/03/2023 14:10;afternoon;weekday
7907;Hair Clay & Hairwax Bundling ;10/03/2023 14:10;afternoon;weekday
7907;Pomade Water Based Dashing Slick;10/03/2023 14:10;afternoon;weekday
7908;Pomade Water Based Dapper Stater;10/03/2023 14:23;afternoon;weekday
7908;Pomade Water Based Dashing Slick;10/03/2023 14:23;afternoon;weekday
7908;Hair Clay & Hairwax Bundling ;10/03/2023 14:23;afternoon;weekday
7908;Pomade Water Based Dapper Stater;10/03/2023 14:23;afternoon;weekday
7908;BubbleWrap Tambahan;10/03/2023 14:23;afternoon;weekday
7909;Pomade Oil Based Fine Shinee;10/03/2023 14:58;afternoon;weekday
7910;Pomade Water Based Dapper Stater;10/03/2023 16:40;afternoon;weekday
7910;Pomade Water Based Dashing Slick;10/03/2023 16:40;afternoon;weekday
7911;Pomade Oil Based Fine Shinee;10/03/2023 16:41;afternoon;weekday
7912;Pomade Oil Based Fine Shinee;10/03/2023 16:52;afternoon;weekday
7912;Hair Clay & Hairwax Bundling ;10/03/2023 16:52;afternoon;weekday
7913;Ocean Dust & Hair Clay;10/03/2023 16:54;afternoon;weekday
7913;BubbleWrap Tambahan;10/03/2023 16:54;afternoon;weekday
7914;Shampoo & Face Cleanser & Body Cleanser;10/03/2023 16:57;afternoon;weekday
7915;Ocean Dust & Pomade Dapper Stater;11/03/2023 08:37;morning;weekend
7915;Ocean Dust & Pomade Dapper Stater;11/03/2023 08:37;morning;weekend
7915;Pomade Oil Based Fine Shinee;11/03/2023 08:37;morning;weekend
7916;Pomade Oil Based Fine Shinee;11/03/2023 08:59;morning;weekend
7916;Parfume Sonar X Smith Date U;11/03/2023 08:59;morning;weekend
7917;Parfume Sonar X Smith Date U;11/03/2023 08:59;morning;weekend
7917;Pomade Water Based Dashing Slick;11/03/2023 08:59;morning;weekend
7918;Ocean Dust & Pomade Dapper Stater;11/03/2023 09:01;morning;weekend
7919;Pomade Water Based Dashing Slick;11/03/2023 09:02;morning;weekend
7919;Hair Clay & Hairwax Bundling ;11/03/2023 09:02;morning;weekend
7920;Hair Clay & Hairwax Bundling ;11/03/2023 09:03;morning;weekend
7921;Pomade Oil Based Fine Shinee;11/03/2023 09:07;morning;weekend
7921;Shampoo & Face Cleanser & Body Cleanser;11/03/2023 09:07;morning;weekend
7922;Oil Based Pomade Choco Loco;11/03/2023 09:08;morning;weekend
7922;Pomade Oil Based Fine Shinee;11/03/2023 09:08;morning;weekend
7922;Ocean Dust & Pomade Dapper Stater;11/03/2023 09:08;morning;weekend
7923;Duck egg;11/03/2023 09:10;morning;weekend
7923;Shampoo & Face Cleanser & Body Cleanser;11/03/2023 09:10;morning;weekend
7924;Pomade Oil Based Fine Shinee;11/03/2023 09:18;morning;weekend
7924;Pomade Oil Based Fine Shinee;11/03/2023 09:18;morning;weekend
7924;Pomade Water Based Dapper Stater;11/03/2023 09:18;morning;weekend
7924;Hair Clay & Hairwax Bundling ;11/03/2023 09:18;morning;weekend
7925;Ocean Dust Bundling & Ocean Dust & Refresh Wipes;11/03/2023 09:25;morning;weekend
7925;Shampoo & Face Cleanser & Body Cleanser;11/03/2023 09:25;morning;weekend
7925;Pomade Oil Based Fine Shinee;11/03/2023 09:25;morning;weekend
7926;Ocean Dust Bundling & Ocean Dust & Refresh Wipes;11/03/2023 09:44;morning;weekend
7926;Hair Clay & Hairwax Bundling ;11/03/2023 09:44;morning;weekend
7927;Chocolates;11/03/2023 09:45;morning;weekend
7927;Pomade Oil Based Fine Shinee;11/03/2023 09:45;morning;weekend
7927;Hairwax Black Jack;11/03/2023 09:45;morning;weekend
7928;Pomade Oil Based Fine Shinee;11/03/2023 09:56;morning;weekend
7928;Pomade Oil Based Fine Shinee;11/03/2023 09:56;morning;weekend
7928;Hair Clay & Hairwax Bundling ;11/03/2023 09:56;morning;weekend
7929;Shampoo & Face Cleanser & Body Cleanser;11/03/2023 09:57;morning;weekend
7929;Shampoo & Face Cleanser & Body Cleanser;11/03/2023 09:57;morning;weekend
7929;Pomade Oil Based Bold ;11/03/2023 09:57;morning;weekend
7930;Pomade Water Based Dapper Stater;11/03/2023 10:14;morning;weekend
7930;Ocean Dust & Clayton;11/03/2023 10:14;morning;weekend
7930;Pomade Oil Based Fine Shinee;11/03/2023 10:14;morning;weekend
7931;Pomade Oil Based Fine Shinee;11/03/2023 10:15;morning;weekend
7931;Pomade Oil Based Fine Shinee;11/03/2023 10:15;morning;weekend
7932;Parfume Sonar X Smith Date U;11/03/2023 10:33;morning;weekend
7933;Shampoo & Face Cleanser & Body Cleanser;11/03/2023 10:38;morning;weekend
7933;Shampoo & Face Cleanser & Body Cleanser;11/03/2023 10:38;morning;weekend
7933;BubbleWrap Tambahan;11/03/2023 10:38;morning;weekend
7933;Pomade Oil Based Premium Medium;11/03/2023 10:38;morning;weekend
7933;Ocean Dust & Dapper Statter;11/03/2023 10:38;morning;weekend
7934;Pomade Oil Based Fine Shinee;11/03/2023 10:45;morning;weekend
7934;BubbleWrap Tambahan;11/03/2023 10:45;morning;weekend
7934;Pomade Water Based Dapper Stater;11/03/2023 10:45;morning;weekend
7935;Pomade Water Based Dapper Stater;11/03/2023 11:01;morning;weekend
7935;Pomade Water Based Dashing Slick;11/03/2023 11:01;morning;weekend
7935;Ocean Dust Bundling & Ocean Dust & Refresh Wipes;11/03/2023 11:01;morning;weekend
7936;Pomade Oil Based Fine Shinee;11/03/2023 11:03;morning;weekend
7937;Hair Powder Ocean Dust Team NXL;11/03/2023 11:04;morning;weekend
7937;Pomade Oil Based Fine Shinee;11/03/2023 11:04;morning;weekend
7938;Hair Clay & Hairwax Bundling ;11/03/2023 11:05;morning;weekend
7938;Pomade Water Based Dashing Slick;11/03/2023 11:05;morning;weekend
7939;Hair Clay & Hairwax Bundling ;11/03/2023 11:06;morning;weekend
7939;Parfume Sonar X Smith Date U;11/03/2023 11:06;morning;weekend
7939;Ocean Dust & Hair Clay;11/03/2023 11:06;morning;weekend
7940;Hair Clay & Hairwax Bundling ;11/03/2023 11:09;morning;weekend
7941;Pomade Water Based Dashing Slick;11/03/2023 11:14;morning;weekend
7941;Pomade Oil Based Fine Shinee;11/03/2023 11:14;morning;weekend
7941;Ocean Dust & Hair Clay;11/03/2023 11:14;morning;weekend
7942;BubbleWrap Tambahan;11/03/2023 11:30;morning;weekend
7942;Hair Clay & Hairwax Bundling ;11/03/2023 11:30;morning;weekend
7942;Pomade Water Based Dashing Slick;11/03/2023 11:30;morning;weekend
7942;Ocean Dust & Pomade Dapper Stater;11/03/2023 11:30;morning;weekend
7942;Pomade Oil Based Fine Shinee;11/03/2023 11:30;morning;weekend
7942;Oil Based Pomade Choco Loco;11/03/2023 11:30;morning;weekend
7943;Ocean Dust & Clayton;11/03/2023 11:32;morning;weekend
7943;Pomade Oil Based Fine Shinee;11/03/2023 11:32;morning;weekend
7943;Deep Face Cleanser Facial Wash;11/03/2023 11:32;morning;weekend
7943;Hair Powder Ocean Dust Team NXL;11/03/2023 11:32;morning;weekend
7944;Ocean Dust & Hair ClayTote Bag;11/03/2023 11:42;morning;weekend
7945;Shampoo & Face Cleanser & Body Cleanser;11/03/2023 11:43;morning;weekend
7946;BubbleWrap Tambahan;11/03/2023 11:45;morning;weekend
7947;Hair Clay & Hairwax Bundling ;11/03/2023 11:47;morning;weekend
7947;Pomade Oil Based Fine Shinee;11/03/2023 11:47;morning;weekend
7948;Hair Clay & Hairwax Bundling ;11/03/2023 11:51;morning;weekend
7949;Dandruff Buster Shampoo ;11/03/2023 11:53;morning;weekend
7949;Hair Clay & Hairwax Bundling ;11/03/2023 11:53;morning;weekend
7949;Ocean Dust & Hair Clay;11/03/2023 11:53;morning;weekend
7950;Hair Clay & Hairwax Bundling ;11/03/2023 12:14;afternoon;weekend
7950;Pomade Oil Based Bold ;11/03/2023 12:14;afternoon;weekend
7950;Pomade Water Based Dashing Slick;11/03/2023 12:14;afternoon;weekend
7950;Ocean Dust & Dapper Stattermie Dodgers;11/03/2023 12:14;afternoon;weekend
7951;Pomade Water Based Dapper Stater;11/03/2023 12:14;afternoon;weekend
7951;Hair Clay & Hairwax Bundling ;11/03/2023 12:14;afternoon;weekend
7952;Shampoo & Face Cleanser & Body Cleanser;11/03/2023 12:25;afternoon;weekend
7952;Hair Clay & Hairwax Bundling ;11/03/2023 12:25;afternoon;weekend
7952;Dandruff Buster Shampoo ;11/03/2023 12:25;afternoon;weekend
7952;BubbleWrap Tambahan;11/03/2023 12:25;afternoon;weekend
7953;Pomade Oil Based Fine Shinee;11/03/2023 12:28;afternoon;weekend
7953;Hair Clay & Hairwax Bundling ;11/03/2023 12:28;afternoon;weekend
7954;Pomade Oil Based Fine Shinee;11/03/2023 12:34;afternoon;weekend
7955;Pomade Water Based Dashing Slick;11/03/2023 12:37;afternoon;weekend
7955;Granola;11/03/2023 12:37;afternoon;weekend
7955;Pomade Oil Based Fine Shinee;11/03/2023 12:37;afternoon;weekend
7955;Hair Powder Ocean Dust Team NXL;11/03/2023 12:37;afternoon;weekend
7955;Pomade Oil Based Fine Shinee;11/03/2023 12:37;afternoon;weekend
7956;Pomade Water Based Dapper Stater;11/03/2023 12:38;afternoon;weekend
7957;Ocean Dust & Clayton;11/03/2023 12:43;afternoon;weekend
